,Best_Bid_Creates,Best_Bid_Joins,Best_Offer_Creates,Best_Offer_Joins,Date,Symbol
P,0.522777911082165,0.6686254298843045,0.534820934846957,0.3855331355738827,2018-08-31,CSCO
S,0.0,0.0,0.0,0.0,2018-08-31,CSCO
T,0.0,0.0,0.0,0.0,2018-08-31,CSCO
Q,0.5345238454345269,0.6799193353369952,0.5274135530285449,0.3770531981118665,2018-08-31,CSCO
V,0.5606531881804043,0.715720949985733,0.49875992063492064,0.3244518299355571,2018-08-31,CSCO
W,0.0,0.0,0.0,0.0,2018-08-31,CSCO
X,0.5464827818189463,0.6799415774099319,0.511896031940031,0.36560777919280163,2018-08-31,CSCO
Y,0.541755144589012,0.6827175777008858,0.4955043252226531,0.34449826989619375,2018-08-31,CSCO
Z,0.5304519898231618,0.6697700042591804,0.5277870519318906,0.3845709484297868,2018-08-31,CSCO
A,0.6451612903225806,0.8237901491846118,0.7586805555555556,0.5994713583612109,2018-03-02,CHK
B,0.6096153846153847,0.7952492275883134,0.6780091416962926,0.5980197715357533,2018-03-02,CHK
C,0.0,0.0,0.0,0.0,2018-03-02,CHK
D,0.0,0.0,0.0,0.0,2018-03-02,CHK
I,0.0,0.0,0.0,0.0,2018-03-02,CHK
J,0.573408947700063,0.7734967227130236,0.6940860215053763,0.5995634361999969,2018-03-02,CHK
K,0.5151642796967144,0.7415794979079497,0.7263903462749213,0.652051216269795,2018-03-02,CHK
M,0.4931237721021611,0.7882755457012883,0.8372615039281706,0.6721247410996912,2018-03-02,CHK
N,0.5029888983774552,0.7400483396385036,0.7232142857142857,0.6547180005167837,2018-03-02,CHK
P,0.5418837675350702,0.7430207214441397,0.6933299899699097,0.6483301045207244,2018-03-02,CHK
S,0.0,0.0,0.0,0.0,2018-03-02,CHK
T,0.4927127409496944,0.7421513452556997,0.7349365036476628,0.6535368165706951,2018-03-02,CHK
Q,0.0,0.0,0.0,0.0,2018-03-02,CHK
V,0.5842105263157895,0.7821925444474754,0.7282358360202672,0.6191508122730194,2018-03-02,CHK
W,0.0,0.0,0.0,0.0,2018-03-02,CHK
X,0.5449134199134199,0.7594497187060478,0.7488314116547211,0.6536292636674402,2018-03-02,CHK
Y,0.5940265486725663,0.7860897509468611,0.6966053748231966,0.6071848317072825,2018-03-02,CHK
Z,0.5163561076604555,0.7407531345749632,0.7149066734850422,0.6504357931435212,2018-03-02,CHK
A,0.5689655172413793,0.875,0.4107142857142857,0.48,2018-12-14,AMZN
B,0.6096605744125326,0.583864118895966,0.3463203463203463,0.27722772277227725,2018-12-14,AMZN
C,0.5432786483839374,0.5247241520228851,0.4849253731343284,0.4875754961173425,2018-12-14,AMZN
D,0.0,0.0,0.0,0.0,2018-12-14,AMZN
I,0.0,0.0,0.0,0.0,2018-12-14,AMZN
J,0.5705128205128205,0.49137931034482757,0.440625,0.5504587155963303,2018-12-14,AMZN
K,0.6171875,0.6571428571428571,0.42158273381294964,0.42778793418647165,2018-12-14,AMZN
M,0.75,1.0,0.0,0.0,2018-12-14,AMZN
N,0.6417322834645669,0.825,0.4605263157894737,0.35251798561151076,2018-12-14,AMZN
P,0.6391322486441385,0.6377097729516288,0.42481402763018067,0.38427216954824317,2018-12-14,AMZN
S,0.0,0.0,0.0,0.0,2018-12-14,AMZN
T,0.0,0.0,0.0,0.0,2018-12-14,AMZN
Q,0.627520759193357,0.6236407287106341,0.4149736644093303,0.40705582317937095,2018-12-14,AMZN
V,0.5080213903743316,0.5014623770273864,0.5023391073460615,0.5077006377090603,2018-12-14,AMZN
W,0.0,0.0,0.0,0.0,2018-12-14,AMZN
X,0.6292315959161741,0.7379807692307693,0.3886937080804855,0.2806201550387597,2018-12-14,AMZN
Y,0.6586538461538461,0.5714285714285714,0.35358255451713394,0.3271889400921659,2018-12-14,AMZN
Z,0.6841642228739003,0.664391353811149,0.38908829863603733,0.3898809523809524,2018-12-14,AMZN
A,0.5690809494826536,0.6828773168578994,0.4272128749085589,0.34086491739552965,2018-10-29,AEO
B,0.606307459560107,0.6921424626148149,0.35533959498344103,0.26100428750631893,2018-10-29,AEO
C,0.5927216415021294,0.6589690666380743,0.3827785817655572,0.31033871495581977,2018-10-29,AEO
D,0.0,0.0,0.0,0.0,2018-10-29,AEO
I,0.0,0.0,0.0,0.0,2018-10-29,AEO
J,0.6015549503645787,0.6792909070924993,0.36306946816538904,0.2875548651181141,2018-10-29,AEO
K,0.5770114942528736,0.6246714491808463,0.40712649012385066,0.3580350458211317,2018-10-29,AEO
M,1.0,1.0,1.0,1.0,2018-10-29,AEO
N,0.5596025710451346,0.6027311046150534,0.41719911252288405,0.37495042469511186,2018-10-29,AEO
P,0.5654685494223364,0.6132840857809956,0.40833725468486176,0.3604823444182188,2018-10-29,AEO
S,0.0,0.0,0.0,0.0,2018-10-29,AEO
T,0.5600446705546593,0.606529202183616,0.4163897974222073,0.3687040033404666,2018-10-29,AEO
Q,0.0,0.0,0.0,0.0,2018-10-29,AEO
V,0.5998381003777657,0.7026218616408804,0.34868949991960124,0.2369334684228301,2018-10-29,AEO
W,0.0,0.0,0.0,0.0,2018-10-29,AEO
X,0.5171345081023643,0.61128519824172,0.3792986698911729,0.3124681212808161,2018-10-29,AEO
Y,0.5897235212397519,0.6504642552345018,0.36737409819990197,0.2946892251833996,2018-10-29,AEO
Z,0.5609685580050596,0.6066148355850115,0.41695317566162166,0.37055492353481967,2018-10-29,AEO
A,0.3781094527363184,0.4166666666666667,0.5270758122743683,0.25742574257425743,2018-11-16,GOOG
B,0.48599670510708404,0.45819935691318325,0.47773832286260587,0.3691366417403127,2018-11-16,GOOG
C,0.551285611151219,0.5570127504553734,0.4321423225778861,0.38311930020472734,2018-11-16,GOOG
D,0.0,0.0,0.0,0.0,2018-11-16,GOOG
I,0.0,0.0,0.0,0.0,2018-11-16,GOOG
J,0.41408074741408074,0.3385915492957747,0.3830204539086579,0.28680479825517996,2018-11-16,GOOG
K,0.5609425785482124,0.5922093730979915,0.4742145820983995,0.41483516483516486,2018-11-16,GOOG
M,0.39927184466019416,0.5563258232235702,0.24098724348308376,0.2352092352092352,2018-11-16,GOOG
N,0.50390625,0.6203703703703703,0.5993520518358532,0.5320088300220751,2018-11-16,GOOG
P,0.631473771856786,0.6600732600732601,0.5589068825910931,0.4082114204813591,2018-11-16,GOOG
S,0.0,0.0,0.0,0.0,2018-11-16,GOOG
T,0.0,0.0,0.0,0.0,2018-11-16,GOOG
Q,0.5926834810270393,0.6206430196102539,0.4229406439932756,0.3740156204426872,2018-11-16,GOOG
V,0.5461693071648144,0.5484899830559155,0.43877677971584267,0.38524493293151335,2018-11-16,GOOG
W,0.0,0.0,0.0,0.0,2018-11-16,GOOG
X,0.5527045769764216,0.5926773455377574,0.3817292006525285,0.30303030303030304,2018-11-16,GOOG
Y,0.7588192944564435,0.8304498269896193,0.5728231159703241,0.5667870036101083,2018-11-16,GOOG
Z,0.4844324589360137,0.5168350168350169,0.4725344644750795,0.41178584261588214,2018-11-16,GOOG
A,0.7522281639928698,0.867579908675799,0.3071729957805907,0.23094582185491278,2018-01-03,DIS
B,0.6149314977827784,0.7430838335922085,0.360916143332102,0.26071784646061813,2018-01-03,DIS
C,0.0,0.0,0.0,0.0,2018-01-03,DIS
D,0.0,0.0,0.0,0.0,2018-01-03,DIS
I,0.0,0.0,0.0,0.0,2018-01-03,DIS
J,0.6461232604373758,0.7789119461581604,0.32976190476190476,0.23683431952662723,2018-01-03,DIS
K,0.5495475448746476,0.6706955708047411,0.411060433295325,0.3236450317832051,2018-01-03,DIS
M,0.4260869565217391,0.5490196078431373,0.5234899328859061,0.5068493150684932,2018-01-03,DIS
N,0.5373568672107294,0.6206798579401319,0.42394205108654215,0.3597323190987434,2018-01-03,DIS
P,0.5636649906038905,0.6837645772594753,0.377533644603131,0.30146137787056365,2018-01-03,DIS
S,0.0,0.0,0.0,0.0,2018-01-03,DIS
T,0.5428188946261235,0.6359887882508282,0.41564008656567336,0.3474796045167216,2018-01-03,DIS
Q,0.0,0.0,0.0,0.0,2018-01-03,DIS
V,0.6374062637847375,0.7779439252336449,0.3674732695554305,0.24525850870355936,2018-01-03,DIS
W,0.0,0.0,0.0,0.0,2018-01-03,DIS
X,0.6217877094972067,0.7887128712871287,0.39763567974207414,0.28371810449574725,2018-01-03,DIS
Y,0.6691275167785234,0.7802055445202521,0.3060098896918981,0.2361931933971877,2018-01-03,DIS
Z,0.5579069617394671,0.6638742705760212,0.41273087492810123,0.32867720021372415,2018-01-03,DIS
A,0.1616272677295217,0.3356119983499322,0.1740306582506763,0.07792188069493379,2018-11-23,BAC
B,0.21261046906866077,0.31367753056222947,0.13372422924153585,0.07947921541930818,2018-11-23,BAC
C,0.22986590494326747,0.3195811254100429,0.1278322624281366,0.07911976529554257,2018-11-23,BAC
D,0.0,0.0,0.0,0.0,2018-11-23,BAC
I,0.0,0.0,0.0,0.0,2018-11-23,BAC
J,0.2635566188197767,0.4067567439793497,0.1068932955618508,0.05781876002471896,2018-11-23,BAC
K,0.197277539702546,0.27185975072020696,0.1864540042682242,0.11213318554578898,2018-11-23,BAC
M,0.0673076923076923,0.16857506361323155,0.0,0.0,2018-11-23,BAC
N,0.21280463836477986,0.27898122524973,0.19998876783106817,0.11549766050698887,2018-11-23,BAC
P,0.22839622641509433,0.2829643612039174,0.1884999207983526,0.11344498094767154,2018-11-23,BAC
S,0.0,0.0,0.0,0.0,2018-11-23,BAC
T,0.1766063664179505,0.2702260943890653,0.1992994322985868,0.11423680713529584,2018-11-23,BAC
Q,0.0,0.0,0.0,0.0,2018-11-23,BAC
V,0.20105820105820105,0.34228033396749996,0.17418751461304652,0.09448900567003181,2018-11-23,BAC
W,0.0,0.0,0.0,0.0,2018-11-23,BAC
X,0.17504506308832365,0.2758545622004061,0.15098777046095954,0.09059394599547874,2018-11-23,BAC
Y,0.1869406899956798,0.28568439027656867,0.1510126210742589,0.08942656377171639,2018-11-23,BAC
Z,0.19158215010141988,0.2708834068154003,0.18952618453865336,0.11299151048346263,2018-11-23,BAC
A,0.5341047503045067,0.7166717464187747,0.43914473684210525,0.2276879305181192,2018-04-16,ORCL
B,0.5743754604514099,0.7129857593735426,0.4021785744918089,0.27239164228237017,2018-04-16,ORCL
C,0.0,0.0,0.0,0.0,2018-04-16,ORCL
D,0.0,0.0,0.0,0.0,2018-04-16,ORCL
I,0.0,0.0,0.0,0.0,2018-04-16,ORCL
J,0.55859375,0.6950472444504724,0.4368570150588937,0.30009983710787663,2018-04-16,ORCL
K,0.5330562901397808,0.6398176939131917,0.46151649875596523,0.35787953054140104,2018-04-16,ORCL
M,0.0,0.0,0.14285714285714285,0.14285714285714285,2018-04-16,ORCL
N,0.5225165318260742,0.6332619017605782,0.4675482719454811,0.3615331689696692,2018-04-16,ORCL
P,0.5341586944288126,0.6405986554645965,0.4523541900836768,0.3530555922549581,2018-04-16,ORCL
S,0.0,0.0,0.0,0.0,2018-04-16,ORCL
T,0.52202968373611,0.6381490332391918,0.46832468856674203,0.3552116031495119,2018-04-16,ORCL
Q,0.0,0.0,0.0,0.0,2018-04-16,ORCL
V,0.546317002100698,0.7164044106888708,0.44178592725104354,0.2962419260129184,2018-04-16,ORCL
W,0.0,0.0,0.0,0.0,2018-04-16,ORCL
X,0.5157988429016467,0.650854616060546,0.4685792349726776,0.3397127989592715,2018-04-16,ORCL
Y,0.5559438588580126,0.6921204596070084,0.437491869389879,0.29908039911264866,2018-04-16,ORCL
Z,0.5249825104017084,0.633045162376849,0.4658342973393434,0.3590986205859825,2018-04-16,ORCL
A,0.7310344827586207,0.5804480651731161,0.2682926829268293,0.17301038062283736,2018-08-20,RIO
B,0.7045479096899644,0.7425764555697397,0.27824750192159875,0.2165408126573175,2018-08-20,RIO
C,0.6820043183679547,0.7320348502304147,0.31886792452830187,0.269233373967222,2018-08-20,RIO
D,0.0,0.0,0.0,0.0,2018-08-20,RIO
I,0.0,0.0,0.0,0.0,2018-08-20,RIO
J,0.7045573598742797,0.71757687012391,0.2865771812080537,0.27971210076473235,2018-08-20,RIO
K,0.6453183751463971,0.6712542647313942,0.3534440162071351,0.3177662738187025,2018-08-20,RIO
M,0.47619047619047616,0.6,0.5,0.0,2018-08-20,RIO
N,0.5967015976636317,0.6032483514747884,0.39514719720392527,0.3736703439142257,2018-08-20,RIO
P,0.6404473157278325,0.6576979721309618,0.3634590377113134,0.33734437475128387,2018-08-20,RIO
S,0.0,0.0,0.0,0.0,2018-08-20,RIO
T,0.6348842857638527,0.6212013402848752,0.36962657755572137,0.3588259369701222,2018-08-20,RIO
Q,0.0,0.0,0.0,0.0,2018-08-20,RIO
V,0.6761894974822732,0.7516512549537648,0.30988537278338396,0.22110230715450943,2018-08-20,RIO
W,0.0,0.0,0.0,0.0,2018-08-20,RIO
X,0.4702549575070821,0.38979591836734695,0.2682926829268293,0.25,2018-08-20,RIO
Y,0.7061492724143327,0.7475348520911255,0.288875,0.2522613065326633,2018-08-20,RIO
Z,0.6267045658978879,0.6298559010898115,0.36448477411437985,0.35086251483160424,2018-08-20,RIO
A,0.4581497797356828,0.6010911424903723,0.39544103072348863,0.2666058671530628,2018-08-16,SBUX
B,0.5067030220404454,0.6437991998967608,0.3677385892116183,0.24949011684425215,2018-08-16,SBUX
C,0.5269611960356123,0.6872071814312792,0.38048277892257876,0.2543019822859553,2018-08-16,SBUX
D,0.0,0.0,0.0,0.0,2018-08-16,SBUX
I,0.0,0.0,0.0,0.0,2018-08-16,SBUX
J,0.5158311345646438,0.6697284345047924,0.41291010936249667,0.2639151836425596,2018-08-16,SBUX
K,0.48188985059815864,0.5823396804242106,0.4273807897253723,0.30305328007582427,2018-08-16,SBUX
M,0.5,1.0,0.9523809523809523,0.9787234042553191,2018-08-16,SBUX
N,0.4971751412429379,0.6104089601315249,0.4211058402675169,0.29227624004987746,2018-08-16,SBUX
P,0.48106971153846156,0.5873335351089588,0.4344757380386834,0.3045827605449769,2018-08-16,SBUX
S,0.0,0.0,0.0,0.0,2018-08-16,SBUX
T,0.0,0.0,0.0,0.0,2018-08-16,SBUX
Q,0.4870011935031913,0.5941746035933831,0.4312463083284111,0.3103317233432221,2018-08-16,SBUX
V,0.5128956623681126,0.6419006948465548,0.38375414143722153,0.2667254977662567,2018-08-16,SBUX
W,0.0,0.0,0.0,0.0,2018-08-16,SBUX
X,0.5013919413919414,0.6024082082591368,0.3997961423867022,0.2922296089784831,2018-08-16,SBUX
Y,0.4909998959525544,0.6326506619012909,0.3745924090256945,0.25610369294373986,2018-08-16,SBUX
Z,0.48506362295887717,0.5865495823516813,0.43084874525188366,0.30558370290436776,2018-08-16,SBUX
A,0.5818373812038015,0.6436485642946317,0.24216524216524216,0.10402144772117962,2018-10-08,RIO
B,0.6878759833410458,0.7613166597767672,0.31366120218579235,0.21463778939507094,2018-10-08,RIO
C,0.6689447057779355,0.7194926568758344,0.3247892458418774,0.24197978881580606,2018-10-08,RIO
D,0.0,0.0,0.0,0.0,2018-10-08,RIO
I,0.0,0.0,0.0,0.0,2018-10-08,RIO
J,0.6706217370669197,0.6874925266052851,0.3141077402237859,0.23045335996892513,2018-10-08,RIO
K,0.6080283353010626,0.6614049335092884,0.3741070614341733,0.32417683628828,2018-10-08,RIO
M,1.0,0.0,0.6666666666666666,0.16666666666666666,2018-10-08,RIO
N,0.5596304030666247,0.5926352930252712,0.41007677328379255,0.39410264320163724,2018-10-08,RIO
P,0.5937131517644013,0.6099209749595353,0.3980778848035485,0.382854996243426,2018-10-08,RIO
S,0.0,0.0,0.0,0.0,2018-10-08,RIO
T,0.605912840801055,0.6226749055739053,0.38973013145060154,0.3738763957575192,2018-10-08,RIO
Q,0.0,0.0,0.0,0.0,2018-10-08,RIO
V,0.6482513451191392,0.7538231852479522,0.32615105466092087,0.21470104223806913,2018-10-08,RIO
W,0.0,0.0,0.0,0.0,2018-10-08,RIO
X,0.47115384615384615,0.24957841483979765,0.2960358056265985,0.2959843148645705,2018-10-08,RIO
Y,0.63499395139118,0.6877259094055218,0.3169523190642515,0.22869271075147576,2018-10-08,RIO
Z,0.5749470101800161,0.6039923149565274,0.4041978340962376,0.38468909959252995,2018-10-08,RIO
A,0.5588235294117647,0.75,0.6126126126126126,0.0,2018-11-19,AMZN
B,0.5346153846153846,0.7266666666666667,0.42093023255813955,0.3157894736842105,2018-11-19,AMZN
C,0.49798011187072716,0.5649184306323312,0.5083598899899594,0.440649103475909,2018-11-19,AMZN
D,0.0,0.0,0.0,0.0,2018-11-19,AMZN
I,0.0,0.0,0.0,0.0,2018-11-19,AMZN
J,0.6132315521628499,0.6486486486486487,0.36585365853658536,0.4375,2018-11-19,AMZN
K,0.6106639839034205,0.6693548387096774,0.4282853566958698,0.3751522533495737,2018-11-19,AMZN
M,0.0,0.0,0.0,0.0,2018-11-19,AMZN
N,0.5172413793103449,0.47619047619047616,0.4859375,0.3905325443786982,2018-11-19,AMZN
P,0.6388984509466438,0.5877061469265368,0.38677918424753865,0.41081081081081083,2018-11-19,AMZN
S,0.0,0.0,0.0,0.0,2018-11-19,AMZN
T,0.0,0.0,0.0,0.0,2018-11-19,AMZN
Q,0.612471038581646,0.6209435505863103,0.422742998890267,0.402874825314434,2018-11-19,AMZN
V,0.4600655737704918,0.5586387434554974,0.5306026916325336,0.45521162349968414,2018-11-19,AMZN
W,0.0,0.0,0.0,0.0,2018-11-19,AMZN
X,0.6029082774049217,0.6410256410256411,0.33702127659574466,0.3607843137254902,2018-11-19,AMZN
Y,0.6042553191489362,0.6813186813186813,0.31145584725536996,0.27586206896551724,2018-11-19,AMZN
Z,0.6781238811313999,0.722753346080306,0.3893026404874746,0.366412213740458,2018-11-19,AMZN
A,0.5680517916290274,0.7244225990848484,0.4348355663824604,0.2444848607322084,2018-03-21,ORCL
B,0.584922711058264,0.7074906017957561,0.3459154929577465,0.2499841915561832,2018-03-21,ORCL
C,0.0,0.0,0.0,0.0,2018-03-21,ORCL
D,0.0,0.0,0.0,0.0,2018-03-21,ORCL
I,0.0,0.0,0.0,0.0,2018-03-21,ORCL
J,0.5951264771950385,0.7177673752541526,0.3466915191053122,0.24830284718056808,2018-03-21,ORCL
K,0.5461800069624829,0.6447684713893428,0.4094141371258756,0.29360179246992946,2018-03-21,ORCL
M,0.0,0.5,1.0,1.0,2018-03-21,ORCL
N,0.535308676242685,0.6330470557160809,0.41414362491184553,0.2988231722892057,2018-03-21,ORCL
P,0.5527257675732269,0.6467955026067294,0.4103131212723658,0.2939950402409895,2018-03-21,ORCL
S,0.0,0.0,0.0,0.0,2018-03-21,ORCL
T,0.5365890009439118,0.6365872393279728,0.41633415829082276,0.29783989834815755,2018-03-21,ORCL
Q,0.0,0.0,0.0,0.0,2018-03-21,ORCL
V,0.6063451274955525,0.7434455968043391,0.36690340909090907,0.24495116960555924,2018-03-21,ORCL
W,0.0,0.0,0.0,0.0,2018-03-21,ORCL
X,0.5622633990834828,0.6761642230141836,0.3877852916314455,0.27606833809137665,2018-03-21,ORCL
Y,0.5851642646509116,0.6970943526835108,0.37500507696681695,0.26655699550877915,2018-03-21,ORCL
Z,0.5483109463893676,0.6411780787262779,0.41033871508647535,0.29686895011169023,2018-03-21,ORCL
A,0.34806629834254144,0.5130906839440108,0.3562691131498471,0.18465970471732085,2018-01-05,GE
B,0.44469759734879866,0.5606037151702786,0.4836855765665554,0.34086780505527586,2018-01-05,GE
C,0.0,0.0,0.0,0.0,2018-01-05,GE
D,0.0,0.0,0.0,0.0,2018-01-05,GE
I,0.0,0.0,0.0,0.0,2018-01-05,GE
J,0.39619520264681557,0.5311564019944288,0.5227939216209011,0.36681462201668563,2018-01-05,GE
K,0.3713075810782896,0.519748510758015,0.5840218039349289,0.40218002200603187,2018-01-05,GE
M,0.36465781409601633,0.5556010240913288,0.4656308851224105,0.2984590339413942,2018-01-05,GE
N,0.35647459068679566,0.5197920030741684,0.5861771058315335,0.4028694518003241,2018-01-05,GE
P,0.37593163072642355,0.5199711718715205,0.5871845296624058,0.4038453981751452,2018-01-05,GE
S,0.0,0.0,0.0,0.0,2018-01-05,GE
T,0.3675022381378693,0.5216888686320412,0.5819806675177822,0.39972604720664556,2018-01-05,GE
Q,0.0,0.0,0.0,0.0,2018-01-05,GE
V,0.4007978165022045,0.5525495966309808,0.47188713964424456,0.33117655641477456,2018-01-05,GE
W,0.0,0.0,0.0,0.0,2018-01-05,GE
X,0.3851687880464859,0.5300035792987162,0.5233134290433236,0.37454679854975537,2018-01-05,GE
Y,0.4156802673722323,0.5446955966872128,0.5364539686340237,0.36932454680278837,2018-01-05,GE
Z,0.3663877698584857,0.5199771409911013,0.5852109097069287,0.4029680816578246,2018-01-05,GE
A,0.6884875846501128,0.6970788315326131,0.4510433386837881,0.3479118710950345,2018-08-01,AEO
B,0.6874881336624264,0.7561307480594984,0.4151396160558464,0.3207298984075453,2018-08-01,AEO
C,0.6785414600656038,0.7362329490653562,0.4177795985251946,0.31850131663521947,2018-08-01,AEO
D,0.0,0.0,0.0,0.0,2018-08-01,AEO
I,0.0,0.0,0.0,0.0,2018-08-01,AEO
J,0.6939496748657054,0.7461168493258693,0.4114915844457342,0.328904668127479,2018-08-01,AEO
K,0.616216639887134,0.6502677537630258,0.46465105705842236,0.39554045531300225,2018-08-01,AEO
M,0.6724137931034483,0.6666666666666666,0.4,0.0,2018-08-01,AEO
N,0.6215008493980353,0.6512170134595683,0.46118075964435845,0.3939062103929024,2018-08-01,AEO
P,0.6332676389436342,0.6625136310650406,0.4549710209540794,0.3880798524152573,2018-08-01,AEO
S,0.0,0.0,0.0,0.0,2018-08-01,AEO
T,0.6234091551856491,0.6554678777082209,0.46032840056760593,0.3895533735236484,2018-08-01,AEO
Q,0.0,0.0,0.0,0.0,2018-08-01,AEO
V,0.6843762698090208,0.7879154078549849,0.42771767130345184,0.31494551758296185,2018-08-01,AEO
W,0.0,0.0,0.0,0.0,2018-08-01,AEO
X,0.6177019793352422,0.65248639060493,0.41583987576568027,0.36826086149620474,2018-08-01,AEO
Y,0.6811381129464672,0.7351450944265315,0.42822928309117037,0.34355852629903716,2018-08-01,AEO
Z,0.6165170419963482,0.6526038313431567,0.466624986208672,0.39617782319877365,2018-08-01,AEO
A,0.7222222222222222,0.8818565400843882,0.1774193548387097,0.14354066985645933,2018-11-05,SQ
B,0.6524656354837752,0.7364181803238268,0.3541964312855276,0.2720825852782765,2018-11-05,SQ
C,0.599180525427814,0.7120584652862363,0.36811023622047245,0.2824742268041237,2018-11-05,SQ
D,0.0,0.0,0.0,0.0,2018-11-05,SQ
I,0.0,0.0,0.0,0.0,2018-11-05,SQ
J,0.7339812814974802,0.7968078575813382,0.26865079365079364,0.22534197264218864,2018-11-05,SQ
K,0.6799984705387527,0.751108685269837,0.31932806481077003,0.25313372967552467,2018-11-05,SQ
M,0.5736842105263158,0.65,0.47912087912087914,0.36,2018-11-05,SQ
N,0.701673547626069,0.7424046761367498,0.30477070045311555,0.25579785392869503,2018-11-05,SQ
P,0.7332235886511087,0.7842677824267782,0.2950834142466237,0.24410963295399904,2018-11-05,SQ
S,0.0,0.0,0.0,0.0,2018-11-05,SQ
T,0.6766979406384611,0.7385240207342489,0.33125950115421426,0.2723779854620976,2018-11-05,SQ
Q,0.0,0.0,0.0,0.0,2018-11-05,SQ
V,0.66421681212678,0.7719580983078163,0.33622768933912206,0.29382470119521914,2018-11-05,SQ
W,0.0,0.0,0.0,0.0,2018-11-05,SQ
X,0.6841741534208707,0.7532467532467533,0.35895522388059703,0.24516129032258063,2018-11-05,SQ
Y,0.7097463803323292,0.7607504565830981,0.2991246256622898,0.24754901960784315,2018-11-05,SQ
Z,0.6658465619785204,0.7430339138405133,0.3359733222175907,0.2631696528305259,2018-11-05,SQ
A,0.5694444444444444,0.7042107446587845,0.5051020408163265,0.3465541490857947,2018-08-07,TEVA
B,0.6477914888709492,0.7651899469465205,0.3900425318989242,0.27382538795512185,2018-08-07,TEVA
C,0.6861171893994651,0.7833722848501512,0.37417530631479734,0.26181109466921715,2018-08-07,TEVA
D,0.0,0.0,0.0,0.0,2018-08-07,TEVA
I,0.0,0.0,0.0,0.0,2018-08-07,TEVA
J,0.6317362383109997,0.7566309038497621,0.4520820255283532,0.32861778066190783,2018-08-07,TEVA
K,0.599644128113879,0.6851613027409917,0.4404817916627458,0.3595943005844461,2018-08-07,TEVA
M,1.0,1.0,0.0,0.0,2018-08-07,TEVA
N,0.5935067475063563,0.6758612704406997,0.44561491514087453,0.3685668450263554,2018-08-07,TEVA
P,0.6072247945605472,0.6862848817246211,0.43245677233429397,0.35677242843725754,2018-08-07,TEVA
S,0.0,0.0,0.0,0.0,2018-08-07,TEVA
T,0.5904907286849549,0.6806916316756644,0.45258826906516125,0.36613557602907615,2018-08-07,TEVA
Q,0.0,0.0,0.0,0.0,2018-08-07,TEVA
V,0.624089110972309,0.7639316377774178,0.4098147546311342,0.27505616936511246,2018-08-07,TEVA
W,0.0,0.0,0.0,0.0,2018-08-07,TEVA
X,0.6111626827570202,0.7335969307860946,0.44862550698512843,0.3354734807816191,2018-08-07,TEVA
Y,0.6396390142311698,0.739048966809492,0.4016755179893784,0.3072752453074815,2018-08-07,TEVA
Z,0.5892542806849096,0.6771521680094144,0.44880670823478824,0.36702246166933344,2018-08-07,TEVA
A,0.7391304347826086,0.5454545454545454,0.42048929663608564,0.3262411347517731,2018-11-30,COST
B,0.6638304455445545,0.7531882970742686,0.38720406965368814,0.3480861244019139,2018-11-30,COST
C,0.683175397818702,0.7271933653426451,0.38587929071091587,0.36916081025217035,2018-11-30,COST
D,0.0,0.0,0.0,0.0,2018-11-30,COST
I,0.0,0.0,0.0,0.0,2018-11-30,COST
J,0.6863666890530558,0.7261410788381742,0.2993288590604027,0.29295774647887324,2018-11-30,COST
K,0.6970748636588994,0.7744360902255639,0.36131210805595754,0.3106796116504854,2018-11-30,COST
M,0.5576923076923077,0.6511627906976745,0.43478260869565216,0.5,2018-11-30,COST
N,0.5870445344129555,0.7475728155339806,0.3413333333333333,0.2777777777777778,2018-11-30,COST
P,0.682258064516129,0.7595532039976485,0.41668566218372466,0.35600578871201155,2018-11-30,COST
S,0.0,0.0,0.0,0.0,2018-11-30,COST
T,0.0,0.0,0.0,0.0,2018-11-30,COST
Q,0.676672384219554,0.7289283564118001,0.38670742221177207,0.3626281648880519,2018-11-30,COST
V,0.6629899881215001,0.7175636211931581,0.41630824372759856,0.39812046134130713,2018-11-30,COST
W,0.0,0.0,0.0,0.0,2018-11-30,COST
X,0.6987542468856173,0.7155172413793104,0.4206686930091185,0.386046511627907,2018-11-30,COST
Y,0.6737986671343388,0.7491821155943293,0.3664,0.3423076923076923,2018-11-30,COST
Z,0.7050089982003599,0.7442905278921752,0.361510479819851,0.3279181708784597,2018-11-30,COST
A,0.5849365534179288,0.7241526478642814,0.42705092516784016,0.2735276073619632,2018-11-01,MU
B,0.6419675026846917,0.7633621784812208,0.37322364273385905,0.2368739618817038,2018-11-01,MU
C,0.6307904718074048,0.7563532886625969,0.380228380805748,0.24688931092822738,2018-11-01,MU
D,0.0,0.0,0.0,0.0,2018-11-01,MU
I,0.0,0.0,0.0,0.0,2018-11-01,MU
J,0.6412233694941838,0.7634170658755441,0.37035079187194725,0.2410056521395774,2018-11-01,MU
K,0.5633648770745161,0.6682914909634495,0.44742194834268106,0.3407923198143625,2018-11-01,MU
M,0.0,0.0,0.0,0.0,2018-11-01,MU
N,0.5794450924845859,0.6860962684083286,0.4352689776812971,0.32679885747721116,2018-11-01,MU
P,0.5667715827338129,0.6722728804063575,0.4435645423813697,0.3368152796426712,2018-11-01,MU
S,0.0,0.0,0.0,0.0,2018-11-01,MU
T,0.0,0.0,0.0,0.0,2018-11-01,MU
